
NAIROBI,KIMBO,80
KIMBO,THIKA,50
NAIROBI,RUNDA,50
KIMBO,RUNDA,130
NAIROBI,RUAKA,50
RUIRU,RUAKA,100
KIMBO,RUIRU,20
NAIROBI,UMOJA,80
KIMBO,KARIOBANGI,80
NAIROBI,SOUTHB,50
NAIROBI,LIMURU,80
RUAKA,LIMURU,50
KARIOBANGI,UMOJA,30
NAIROBI,KARIOBANGI,40
THIKA,LIMURU,220
NAIROBI,THIKA,100
